55057.500000 1.330624 0.047065 0.755174 0.032503 0.480065 0.021630 0.100567 0.024178
55058.500000 1.160280 0.044288 0.716699 0.031419 0.396257 0.020173 0.075071 0.022575
55059.500000 1.323480 0.043824 0.759641 0.030110 0.482300 0.020329 0.089080 0.022590
55060.500000 1.997302 0.093775 1.139836 0.073744 0.780034 0.047299 0.082974 0.035495
55061.500000 1.692689 0.045417 0.980180 0.029765 0.626762 0.020558 0.104136 0.024309
55062.500000 1.782121 0.037106 1.168079 0.026181 0.617963 0.016574 0.068948 0.019028
55063.500000 1.568103 0.028926 0.998804 0.021274 0.576753 0.013577 0.038443 0.013466
55064.500000 1.544530 0.027486 0.943386 0.020339 0.571449 0.013111 0.059331 0.012539
55065.500000 1.660632 0.027113 0.921879 0.019983 0.610815 0.013111 0.128886 0.012220
55066.500000 1.071375 0.023022 0.594614 0.016002 0.395072 0.010850 0.082812 0.011506
55067.500000 1.175254 0.022588 0.655774 0.016039 0.426922 0.010741 0.092460 0.010954
55068.500000 1.269042 0.022764 0.712870 0.016675 0.482817 0.011114 0.071995 0.010293
55069.500000 1.428771 0.023360 0.863846 0.018232 0.529589 0.011312 0.058944 0.009879
55070.500000 1.469134 0.023256 0.877467 0.018167 0.544908 0.011408 0.063981 0.009538
55073.500000 1.248875 0.033062 0.806451 0.025906 0.425385 0.015556 0.058441 0.014866
55074.500000 1.634301 0.023448 0.962937 0.018003 0.610742 0.011539 0.074750 0.009808
55075.500000 1.625455 0.025023 1.042871 0.020113 0.585808 0.012017 0.049617 0.010185
55076.500000 1.756728 0.022105 1.103023 0.018066 0.617115 0.010760 0.083328 0.008451
55077.500000 1.949829 0.022339 1.201410 0.018496 0.705299 0.011011 0.083800 0.008024
55078.500000 1.979610 0.022995 1.317915 0.019742 0.677603 0.011147 0.068101 0.007909
55079.500000 2.185340 0.023523 1.375723 0.019933 0.780324 0.011611 0.087364 0.007891
55080.500000 1.996198 0.022547 1.340441 0.019545 0.677344 0.010894 0.067872 0.007595
55081.500000 2.105188 0.023101 1.403793 0.020005 0.728614 0.011246 0.062864 0.007634
55082.500000 2.123575 0.023076 1.461481 0.019926 0.717793 0.011096 0.056548 0.008008
55083.500000 2.119009 0.020203 1.471352 0.017196 0.710212 0.009627 0.054385 0.007463
55084.500000 2.680688 0.022433 1.751047 0.018923 0.943017 0.010937 0.085909 0.007954
55085.500000 2.561538 0.021599 1.699975 0.018298 0.889873 0.010482 0.075807 0.007643
55086.500000 3.018241 0.023170 1.817254 0.018971 1.116765 0.011601 0.131257 0.008159
55087.500000 2.582705 0.022148 1.586637 0.018042 0.941963 0.010984 0.111014 0.008129
55088.500000 2.421868 0.022025 1.506540 0.017923 0.876146 0.010834 0.097048 0.008240
55089.500000 1.667573 0.018956 1.031534 0.014835 0.597691 0.009178 0.079424 0.007906
55090.500000 2.460276 0.022374 1.483016 0.017975 0.905323 0.011097 0.116056 0.008431
55091.500000 2.813402 0.024730 1.661012 0.019851 1.049644 0.012353 0.135170 0.009164
55092.500000 2.213003 0.037511 1.282745 0.029677 0.815549 0.018725 0.130925 0.014628
55093.500000 2.502459 0.043062 1.651465 0.036327 0.870257 0.021010 0.071446 0.015409
55094.500000 2.539447 0.027910 1.699389 0.024113 0.872326 0.013583 0.070386 0.009356
55095.500000 2.578875 0.028563 1.643075 0.024019 0.915692 0.014078 0.094271 0.009995
55096.500000 2.742577 0.141523 1.527272 0.111865 1.042251 0.072074 0.168268 0.052715
55097.500000 2.257087 0.060561 1.376255 0.051081 0.827098 0.030598 0.094047 0.019062
