55053.500000 0.024259 0.108192 0.005177 0.050626 0.033184 0.048575 -0.007096 0.065475
55054.500000 0.200702 0.043437 0.058191 0.020291 0.044457 0.018733 0.084584 0.026587
55056.500000 -0.103874 0.053875 -0.008679 0.028273 -0.040183 0.015188 -0.039292 0.041559
55057.500000 -0.053517 0.035560 -0.012891 0.015991 -0.025326 0.014797 -0.005353 0.024943
55058.500000 0.012615 0.012149 0.004112 0.005051 0.006095 0.005234 0.000397 0.008429
55059.500000 0.011843 0.009395 0.009327 0.004046 0.003290 0.004023 0.000551 0.006512
55060.500000 -0.001582 0.008834 0.000225 0.003562 -0.001907 0.003804 0.001128 0.006164
55061.500000 0.005199 0.008825 -0.000544 0.003517 0.007484 0.003896 -0.003881 0.006039
55062.500000 0.016296 0.008696 0.001985 0.003554 0.003601 0.003998 0.009698 0.005781
55063.500000 0.009650 0.008590 0.004627 0.004088 0.004077 0.003757 0.000184 0.005681
55064.500000 0.010441 0.010054 0.005221 0.004166 0.003593 0.004431 0.002049 0.006894
55065.500000 0.032741 0.021978 0.001353 0.007665 0.004336 0.009383 0.023558 0.015699
55067.500000 -0.002105 0.022140 0.001553 0.008798 0.000439 0.008965 -0.004086 0.016038
55068.500000 0.015746 0.010852 0.006886 0.004416 -0.004240 0.004546 0.015269 0.007559
55069.500000 0.006441 0.010976 0.005193 0.004405 0.001925 0.004643 0.000470 0.007360
55070.500000 0.005566 0.010284 0.008787 0.004040 -0.006710 0.004234 0.007274 0.007058
55073.500000 0.029492 0.015610 0.002348 0.006247 0.008509 0.006795 0.014520 0.010414
55074.500000 -0.006345 0.008048 0.000302 0.003816 -0.003249 0.003492 -0.001967 0.005154
55075.500000 -0.000389 0.008749 -0.000833 0.003878 0.003556 0.003803 -0.005041 0.005664
55076.500000 0.003946 0.009021 0.006972 0.004107 -0.000801 0.003918 -0.000123 0.005766
55077.500000 -0.006860 0.009086 -0.002861 0.003819 -0.001815 0.003971 -0.002032 0.005850
55078.500000 0.000905 0.009706 0.004718 0.004089 -0.007131 0.004215 0.006200 0.006215
55079.500000 0.025441 0.013933 0.006195 0.005811 -0.001898 0.005700 0.020237 0.009391
55080.500000 -0.003197 0.019322 -0.003987 0.007930 -0.002031 0.008248 0.003727 0.012815
55081.500000 -0.013661 0.011784 -0.008830 0.004891 -0.006268 0.004983 0.001841 0.007814
55082.500000 0.011409 0.012379 0.002148 0.005011 0.002185 0.005169 0.005681 0.008388
55083.500000 -0.006072 0.014874 -0.008218 0.005467 -0.000984 0.006094 0.000826 0.010786
55084.500000 -0.003039 0.010868 -0.000088 0.004153 0.000230 0.004518 -0.002940 0.007765
55085.500000 0.002451 0.011183 -0.004362 0.004068 0.002360 0.004735 0.003805 0.007970
55086.500000 -0.007186 0.010482 0.000213 0.003849 -0.000454 0.004309 -0.004870 0.007506
55087.500000 0.000804 0.010980 0.000885 0.004190 0.008387 0.004633 -0.010183 0.007646
55088.500000 0.042423 0.011746 0.012101 0.004722 0.007108 0.004939 0.020381 0.008046
55089.500000 0.001093 0.011193 0.001779 0.004199 -0.007661 0.004598 0.007850 0.007753
55090.500000 0.012785 0.011059 0.008135 0.004423 0.002582 0.004613 0.003517 0.007415
55091.500000 0.004578 0.012363 -0.006924 0.004485 0.003548 0.005153 0.004332 0.008249
55092.500000 0.036621 0.011320 0.000443 0.004232 0.001912 0.004502 0.028615 0.007562
55093.500000 0.011508 0.011219 -0.004428 0.004154 0.007698 0.004597 0.003192 0.007243
55094.500000 0.104632 0.019867 0.015091 0.007517 0.022978 0.008046 0.052474 0.013110
55099.500000 0.035082 0.009027 0.009987 0.003982 0.005136 0.003838 0.017303 0.005549
55100.500000 0.019026 0.009809 0.002156 0.004397 0.007487 0.004342 0.005155 0.005944
55101.500000 0.042838 0.009667 0.003399 0.004393 0.013193 0.004278 0.018797 0.005944
55102.500000 -0.014093 0.013631 -0.004564 0.005960 0.001528 0.006285 -0.011491 0.008335
55103.500000 -0.005430 0.021709 0.010660 0.009538 -0.013573 0.009660 0.002127 0.013821
55104.500000 0.006503 0.022060 0.000841 0.008044 0.010580 0.009922 -0.007766 0.014565
55105.500000 0.048062 0.022090 -0.004618 0.008860 0.010999 0.010362 0.031377 0.014115
55107.500000 -0.005334 0.019970 0.002152 0.009113 -0.002351 0.009084 -0.002769 0.013012
55108.500000 0.015639 0.025373 0.001381 0.011855 -0.003841 0.010983 0.017450 0.017039
55109.500000 -0.008027 0.022285 0.005216 0.009640 -0.018622 0.009148 0.010804 0.015779
55110.500000 -0.024005 0.042534 -0.002417 0.022300 0.015169 0.018013 -0.039734 0.028156
55111.500000 0.005434 0.011545 0.006285 0.004983 0.004142 0.005215 -0.004988 0.007465
55112.500000 0.009127 0.008979 0.002767 0.004000 0.003650 0.004035 0.001869 0.005698
55113.500000 0.002980 0.018617 -0.002069 0.008503 -0.004073 0.008012 0.007345 0.012137
55114.500000 0.007225 0.009348 0.002242 0.004294 0.001890 0.004036 0.002697 0.006100
55115.500000 -0.010379 0.009500 -0.002578 0.004251 -0.001540 0.004298 -0.007198 0.006045
55116.500000 0.015251 0.008351 0.000463 0.003552 0.006876 0.003846 0.005392 0.005309
55117.500000 0.005419 0.008137 0.003802 0.003895 0.003595 0.003726 -0.001960 0.005050
